package name,version,repo URL,last published
@atlaskit/editor-plugin-placeholder-text,11.1.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:21.966Z
@atlaskit/editor-plugin-media-insert,23.3.2,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-19T09:15:21.176Z
@atlaskit/editor-plugin-loom,12.1.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:20.104Z
@atlaskit/lozenge,13.8.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:19.677Z
@atlaskit/tag,14.13.3,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:18.574Z
@atlaskit/inline-edit,15.6.16,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:16.518Z
@atlaskit/editor-plugin-avatar-group,11.1.1,https://bitbucket.org/atlassian/atlassian-frontend,2026-05-19T09:15:15.400Z
@atlaskit/navigation-system,9.4.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:15.126Z
@atlaskit/table,0.15.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:14.549Z
@atlaskit/table-tree,12.3.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:13.909Z
@atlaskit/react-select,3.16.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:13.869Z
@atlaskit/rating,3.2.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:13.476Z
@atlaskit/object,1.0.17,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:13.132Z
@atlaskit/icon,35.0.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:12.382Z
@atlaskit/side-navigation,11.2.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:12.340Z
@atlaskit/toggle,15.6.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:12.264Z
@atlaskit/icon-lab,6.9.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:12.221Z
@atlaskit/page-layout,4.3.3,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:11.189Z
@atlaskit/icon-object,7.5.7,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:10.827Z
@atlaskit/pagination,16.3.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:10.149Z
@atlaskit/dynamic-table,18.4.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:09.661Z
@atlaskit/codemod-cli,1.0.5,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:08.963Z
@atlaskit/form,15.5.6,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:08.150Z
@atlaskit/atlassian-navigation,5.7.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:07.959Z
@atlaskit/comment,13.3.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:06.807Z
@atlaskit/calendar,17.2.20,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T09:15:04.961Z
@atlaskit/editor-markdown-transformer,5.21.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T05:03:19.790Z
@atlaskit/notification-indicator,10.1.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T03:12:27.297Z
@atlaskit/link-extractors,2.6.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-19T01:15:23.812Z
@atlaskit/adf-schema-generator,2.3.0,https://bitbucket.org/atlassian/adf-schema,2026-05-19T01:15:20.251Z
@atlaskit/media-client,36.3.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T19:00:48.632Z
@atlaskit/notification-log-client,8.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T11:06:27.893Z
@atlaskit/townsquare-emoji-provider,1.0.10,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-18T07:02:31.085Z
@atlaskit/editor-palette,2.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T07:02:22.154Z
@atlaskit/editor-performance-metrics,2.2.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-18T07:02:16.914Z
@atlaskit/editor-plugin-autocomplete,2.4.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T07:02:13.817Z
@atlaskit/editor-json-transformer,8.32.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T07:02:11.732Z
@atlaskit/custom-steps,0.17.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T07:02:10.729Z
@atlaskit/activity-provider,2.6.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T07:02:06.750Z
@atlaskit/analytics-next,11.2.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T01:15:32.994Z
@atlaskit/analytics-listeners,10.1.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T01:15:31.441Z
@atlaskit/analytics-namespaced-context,7.3.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T01:15:29.177Z
@atlaskit/analytics,9.0.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-18T01:15:27.721Z
@atlaskit/editor-plugin-connectivity,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:01:04.261Z
@atlaskit/editor-plugin-content-format,4.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:01:00.561Z
@atlaskit/editor-plugin-composition,9.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:00:57.566Z
@atlaskit/editor-plugin-clipboard,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:00:54.190Z
@atlaskit/editor-plugin-border,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:00:50.192Z
@atlaskit/editor-plugin-before-primary-toolbar,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:00:49.764Z
@atlaskit/editor-plugin-clear-marks-on-empty-doc,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:00:48.980Z
@atlaskit/editor-plugin-better-type-history,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T13:00:44.567Z
@atlaskit/editor-plugin-batch-attribute-updates,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-15T13:00:44.389Z
@atlaskit/media-common,13.3.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T11:02:10.799Z
@atlaskit/email-renderer,9.12.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-15T11:02:10.464Z
@atlaskit/editor-ui-control-model,1.2.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-15T11:02:08.141Z
@atlaskit/rovo-agent-analytics,1.8.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-15T11:01:56.974Z
@atlaskit/teams-app-internal-product-permissions,1.4.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-14T12:55:42.639Z
@atlaskit/teams-avatar,2.7.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-14T12:55:41.958Z
@atlassian-pi/jira-pi-client,3.0.4,https://bitbucket.org/atlassianlabs/pi-clients,2026-05-14T05:43:13.483Z
@atlassian-pi/jira-metaui-client,3.0.4,https://bitbucket.org/atlassianlabs/pi-clients,2026-05-14T05:43:11.116Z
@atlassian-pi/jira-metaui-transformer,3.0.4,https://bitbucket.org/atlassianlabs/pi-clients,2026-05-14T05:43:10.157Z
@atlassian-pi/jira-pi-meta-models,3.0.4,https://bitbucket.org/atlassianlabs/pi-clients,2026-05-14T05:43:05.434Z
@atlaskit/editor-plugin-ui-control-registry,4.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T20:59:08.387Z
@atlaskit/editor-plugin-user-intent,8.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T20:59:05.722Z
@atlaskit/editor-plugin-width,11.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T20:59:04.993Z
@atlaskit/editor-plugin-unsupported-content,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T20:59:04.631Z
@atlaskit/editor-plugin-submit-editor,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T20:59:03.075Z
@atlaskit/jql-editor-autocomplete-rest,3.3.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:27.498Z
@atlaskit/feature-gate-polling-provider,1.2.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:26.889Z
@atlaskit/feature-gate-single-fetch-provider,1.2.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:26.644Z
@atlaskit/atlassian-context,0.9.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:26.337Z
@atlaskit/smart-common,2.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:22.260Z
@atlaskit/rovo-agent-selector,2.1.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:20.941Z
@atlaskit/config-common-libs,0.3.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:19.995Z
@atlaskit/teams-app-config,1.12.19,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:15.178Z
@atlaskit/jql-editor-common,3.3.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:13.940Z
@atlaskit/jql-autocomplete,2.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:07.948Z
@atlaskit/media-client-react,5.1.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:07.204Z
@atlaskit/web-config-client,0.8.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:06.795Z
@atlaskit/feature-gate-fetcher,0.3.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T19:11:06.320Z
@atlaskit/jql-parser,2.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:04.806Z
@atlaskit/right-side-panel,4.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:11:04.565Z
@atlaskit/ufo,0.5.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T19:10:53.418Z
@atlaskit/editor-plugin-save-on-enter,10.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T17:00:15.553Z
@atlaskit/editor-plugin-max-content-size,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T17:00:12.774Z
@atlaskit/editor-plugin-scroll-into-view,10.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T17:00:11.205Z
@atlaskit/editor-plugin-rule,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T17:00:03.846Z
@atlaskit/editor-plugin-interaction,19.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T16:59:45.257Z
@atlaskit/editor-plugin-history,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:57.468Z
@atlaskit/editor-plugin-image-upload,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:53.853Z
@atlaskit/editor-plugin-focus,9.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:45.668Z
@atlaskit/editor-plugin-indentation,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:45.540Z
@atlaskit/editor-plugin-fragment,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:43.818Z
@atlaskit/editor-plugin-guideline,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:40.907Z
@atlaskit/editor-plugin-feature-flags,9.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:40.092Z
@atlaskit/editor-plugin-editor-viewmode,12.1.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T14:59:36.383Z
@atlaskit/editor-plugin-feedback-dialog,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:34.652Z
@atlaskit/editor-plugin-context-panel,12.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:34.305Z
@atlaskit/editor-plugin-editor-disabled,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:30.624Z
@atlaskit/editor-plugin-data-consumer,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:30.498Z
@atlaskit/editor-plugin-custom-autoformat,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:28.305Z
@atlaskit/editor-plugin-context-identifier,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T14:59:27.013Z
@atlaskit/editor-plugin-content-insertion,10.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-13T14:59:23.355Z
@atlassian/aui,10.2.0,https://bitbucket.org/atlassian/aui,2026-05-13T10:03:44.325Z
@atlaskit/teams-app-internal-popup-adaptor,1.1.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-13T03:10:52.671Z
@atlassian/json-schema-diff,2.0.0,https://bitbucket.org/atlassian/json-schema-diff,2026-05-12T13:47:32.698Z
@atlassian/i18n-properties-loader,2.0.1,ssh://git@bitbucket.org/atlassianlabs/fe-server,2026-05-12T05:58:18.453Z
@atlassian/wrm-react-i18n,4.1.7,ssh://git@bitbucket.org/atlassianlabs/fe-server,2026-05-12T05:58:18.237Z
@atlassian/wrm-troubleshooting,0.7.9,ssh://git@bitbucket.org/atlassianlabs/fe-server,2026-05-12T05:58:14.236Z
@atlassian/atlaskit-feature-flags-mock,0.1.2,ssh://git@bitbucket.org/atlassianlabs/fe-server,2026-05-12T05:58:11.303Z
@atlassian/webresource-webpack-plugin,7.1.8,ssh://git@bitbucket.org/atlassianlabs/fe-server,2026-05-12T05:58:07.592Z
@atlassian/atlaskit-theme-excluded-webpack-plugin,0.1.0,ssh://git@bitbucket.org/atlassianlabs/fe-server,2026-05-12T05:58:07.357Z
@atlaskit/link-provider,4.4.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-12T04:57:01.330Z
@atlassian/jasmine-http-server-spy,1.0.0,https://bitbucket.org/atlassian/jasmine-http-server-spy,2026-05-11T17:43:43.373Z
@atlaskit/media-svg,2.3.1,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-11T11:00:53.320Z
@atlaskit/media-image,20.2.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-11T11:00:45.012Z
@atlassian/johnson,5.0.10,https://stash.atlassian.com/scm/dcst/johnson-frontend,2026-05-11T10:10:04.917Z
@atlaskit/tokens,13.0.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-11T05:04:55.573Z
@atlassian/atlassian-connect-js,5.3.211,ssh://git@bitbucket.org/atlassian/atlassian-connect-js,2026-05-11T04:18:22.608Z
@atlaskit/onboarding,14.6.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-07T18:58:01.465Z
@atlaskit/primitives,19.0.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-06T03:02:20.176Z
@atlaskit/code,17.5.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-05T03:13:00.334Z
@atlaskit/breadcrumbs,16.1.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-05T03:12:56.911Z
@atlaskit/feature-flag-client,5.7.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-04T14:56:47.355Z
@atlaskit/page,14.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-01T08:58:13.707Z
@atlaskit/visually-hidden,3.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-05-01T08:58:11.049Z
@atlaskit/teams-app-internal-navigation,1.9.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-05-01T03:04:02.075Z
@atlassian/atlassian-connect-express,12.2.3,http://bitbucket.org/atlassian/atlassian-connect-express,2026-05-01T00:59:49.638Z
@atlaskit/tile,1.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-30T20:52:56.427Z
@atlaskit/banner,14.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-30T20:52:48.534Z
@atlaskit/tag-group,12.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-30T20:52:47.466Z
@atlaskit/page-header,12.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-30T20:52:47.018Z
@atlassian/json-schema-spec-types,1.0.0,ssh://git@bitbucket.org/atlassian/json-schema-spec-types,2026-04-29T17:50:27.258Z
@atlaskit/linking-common,9.11.5,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-29T01:09:56.775Z
@atlaskit/audit-logs-export,3.0.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-04-28T18:56:42.712Z
@atlaskit/audit-log-tabs,2.0.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-04-28T18:56:42.321Z
@atlaskit/media-test-data,3.3.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-28T12:58:34.728Z
@atlaskit/media-state,2.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-28T12:58:01.953Z
@atlaskit/chunkinator,7.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-28T12:57:50.764Z
@atlassian-dc-mcp/jira,0.19.0,https://github.com/b1ff/atlassian-dc-mcp,2026-04-27T09:10:05.266Z
@atlassian-dc-mcp/bitbucket,0.19.0,https://github.com/b1ff/atlassian-dc-mcp,2026-04-27T09:10:05.236Z
@atlassian-dc-mcp/confluence,0.19.0,https://github.com/b1ff/atlassian-dc-mcp,2026-04-27T09:10:04.877Z
@atlassian-dc-mcp/common,0.19.0,https://github.com/b1ff/atlassian-dc-mcp,2026-04-27T09:10:01.655Z
@atlaskit/pragmatic-drag-and-drop-flourish,2.0.15,https://github.com/atlassian/pragmatic-drag-and-drop,2026-04-24T09:02:11.610Z
@atlassian/amd-conversion-analyser,1.9.0,https://bitbucket.org/atlassian/amd-conversion-analyser,2026-04-23T09:17:32.255Z
@atlaskit/charlie-hierarchy,0.1.18,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-04-23T08:59:20.595Z
@atlaskit/editor-bitbucket-transformer,9.6.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-23T08:59:13.012Z
@atlaskit/pragmatic-drag-and-drop-docs,1.4.20,https://github.com/atlassian/pragmatic-drag-and-drop,2026-04-22T11:08:01.355Z
@atlaskit/pragmatic-drag-and-drop,1.8.1,https://github.com/atlassian/pragmatic-drag-and-drop,2026-04-22T11:07:59.327Z
@atlaskit/layering,3.7.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-22T11:07:46.938Z
@atlaskit/editor-wikimarkup-transformer,11.20.14,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-21T12:55:37.231Z
@atlaskit/editor-extension-googledrive,8.0.1,https://bitbucket.org/atlassian/atlassian-frontend,2026-04-21T10:58:11.705Z
@atlaskit/editor-element-browser,7.0.1,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-04-21T10:58:10.535Z
@atlaskit/editor-smart-link-draggable,0.5.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-21T10:58:06.258Z
@atlaskit/editor-mention-types,1.0.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-04-18T00:55:57.851Z
@atlaskit/editor-plugin-engagement-platform,11.0.0,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-04-16T15:02:21.404Z
@atlaskit/editor-confluence-transformer,17.0.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-16T15:02:20.293Z
@atlaskit/editor-jira-transformer,18.0.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-16T15:02:16.598Z
@atlaskit/empty-state,10.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-16T11:06:14.441Z
@atlaskit/menu,8.5.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-16T11:06:10.027Z
@atlaskit/tabs,19.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-16T11:06:08.745Z
@atlaskit/badge,18.6.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-16T11:06:07.773Z
@atlassian/relay-compiler,0.0.0-main-9a0d3072,https://github.com/facebook/relay,2026-04-16T01:06:12.089Z
@atlaskit/locale,4.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-15T10:59:08.078Z
@atlaskit/grid,0.19.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-15T10:59:03.090Z
@atlaskit/focus-ring,3.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-15T10:59:02.989Z
@atlaskit/width-detector,5.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-15T09:00:40.244Z
@atlaskit/popper,7.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-15T09:00:35.465Z
@atlaskit/progress-bar,4.2.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-15T09:00:29.329Z
@atlassian/relay-test-utils-internal,0.0.0-main-94a6d4b5,https://github.com/facebook/relay,2026-04-15T07:21:08.823Z
@atlassian/relay-runtime,0.0.0-main-94a6d4b5,https://github.com/facebook/relay,2026-04-15T07:21:08.118Z
@atlassian/relay-test-utils,0.0.0-main-94a6d4b5,https://github.com/facebook/relay,2026-04-15T07:21:07.110Z
@atlassian/react-relay,0.0.0-main-71a3ca4e,https://github.com/facebook/relay,2026-04-15T06:47:37.442Z
@atlassian/babel-plugin-relay,0.0.0-main-71a3ca4e,https://github.com/facebook/relay,2026-04-15T06:47:35.086Z
@atlaskit/eslint-plugin-volt-strict-mode,0.1.1,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T11:03:42.520Z
@atlassian/unstoppable-mockery,1.2.1,ssh://git@github.com/atlassian-labs/unstoppable-mockery,2026-04-14T10:53:41.611Z
@atlaskit/ds-explorations,5.1.6,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:51:25.782Z
@atlaskit/quick-search,10.5.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:45:15.674Z
@atlaskit/eslint-plugin-editor,1.6.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:34.450Z
@atlaskit/storybook-addon-design-system,3.2.5,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:05.543Z
@atlaskit/textfield,8.3.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:04.999Z
@atlaskit/stylelint-design-system,4.1.11,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:04.392Z
@atlaskit/spinner,19.1.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:03.618Z
@atlaskit/skeleton,2.1.10,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:02.830Z
@atlaskit/progress-tracker,10.5.7,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:01.601Z
@atlaskit/progress-indicator,12.0.20,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:43:00.309Z
@atlaskit/link,3.4.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:42:55.087Z
@atlaskit/image,3.0.10,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:42:55.031Z
@atlaskit/heading,5.4.2,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:42:53.675Z
@atlaskit/css-reset,7.4.5,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:42:50.726Z
@atlaskit/checkbox,17.3.12,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:42:50.685Z
@atlaskit/css,0.19.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-14T04:42:49.011Z
@atlaskit/reduced-ui-pack,19.1.4,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-13T05:00:50.431Z
@atlaskit/ds-lib,7.0.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-04-10T03:06:58.616Z
@atlassian/date-time,0.3.1,https://github.com/atlassian/date-time-api,2026-04-08T07:01:37.807Z
@atlaskit/pragmatic-drag-and-drop-live-region,1.3.4,https://github.com/atlassian/pragmatic-drag-and-drop,2026-04-01T05:01:13.545Z
@atlaskit/editor-slack-transformer,4.1.6,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-03-27T02:57:07.845Z
@atlassianintegrations/polaris-forge-object-resolver,0.1.8,https://bitbucket.org/atlassianlabs/polaris-forge-apps,2026-03-26T11:31:36.720Z
@atlaskit/json-schema-generator,3.3.13,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-03-25T08:57:02.441Z
@atlassian/jquery-eslint-runner,0.3.2,https://bitbucket.org/atlassian/jquery-migrate-eslint-runner,2026-03-11T10:02:14.606Z
@atlaskit/prosemirror-history,0.2.7,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-03-11T08:55:59.031Z
@atlaskit/simple-xdm,1.2.1,https://bitbucket.org/atlassian/atlassian-frontend-monorepo,2026-03-11T00:57:43.886Z
@atlaskit/editor-plugin-native-embeds,0.1.0,https://bitbucket.org/atlassian/atlassian-frontend-mirror,2026-03-10T02:57:50.835Z
@atlassian-pi/jira-pi-common-models,3.0.1,https://bitbucket.org/atlassianlabs/pi-clients,2026-03-02T12:23:35.381Z
@atlassian-pi/pi-client-common,3.0.1,https://bitbucket.org/atlassianlabs/pi-clients,2026-03-02T12:23:35.277Z
@atlassian/clientside-extensions-webpack-plugin,5.1.5,ssh://git@bitbucket.org/atlassian/atlassian-clientside-extensions,2026-02-13T14:13:40.568Z
@atlassian/clientside-extensions-components,5.1.5,ssh://git@bitbucket.org/atlassian/atlassian-clientside-extensions,2026-02-13T14:13:37.291Z
@atlassian/clientside-extensions-schema,5.1.5,ssh://git@bitbucket.org/atlassian/atlassian-clientside-extensions,2026-02-13T14:13:36.131Z
@atlassian/clientside-extensions-registry,5.1.5,ssh://git@bitbucket.org/atlassian/atlassian-clientside-extensions,2026-02-13T14:13:34.823Z
@atlassian/clientside-extensions-debug,5.1.5,ssh://git@bitbucket.org/atlassian/atlassian-clientside-extensions,2026-02-13T14:13:33.301Z
@atlassian/clientside-extensions,5.1.5,ssh://git@bitbucket.org/atlassian/atlassian-clientside-extensions,2026-02-13T14:13:32.031Z
